"_messagetimems","_messagetime","_raw","cluster","_collector","container","deployment","environment","host","log_level","logtype","namespace","node","pod","provider","region","service","_size","_source","_sourcecategory","_sourcehost","_sourcename","tier"
"1667250446265","10/31/2022 14:07:26.265 -0700","{""timestamp"":1667250446265,""log"":{""instant"":{""epochSecond"":1667250446,""nanoOfSecond"":265433000},""thread"":""DevicesQuartzScheduler_Worker-1"",""level"":""INFO"",""loggerName"":""com.automationanywhere.devices.quartz.job.ProcessDeploymentQueueJob"",""message"":""ProcessDeploymentQueueJob took (5) ms to execute job"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""75d8b97947a027e8"",""NewRelic:trace.id"":""58c375cfef6b19258b9e23de835b1302""},""threadId"":367,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:07:26.265534122Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","INFO","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","581","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","44.232.204.179","default_lilywei-kernel-5b4df4c899-2429k_kernel-kernel","infrequent"
"1667250446265","10/31/2022 14:07:26.265 -0700","{""timestamp"":1667250446265,""log"":{""instant"":{""epochSecond"":1667250446,""nanoOfSecond"":265376000},""thread"":""DevicesQuartzScheduler_Worker-1"",""level"":""INFO"",""loggerName"":""com.automationanywhere.devices.quartz.job.ProcessDeploymentQueueJob"",""message"":""Queue empty nothing to process"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""75d8b97947a027e8"",""NewRelic:trace.id"":""58c375cfef6b19258b9e23de835b1302""},""threadId"":367,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:07:26.265506566Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","INFO","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","559","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","44.232.204.179","default_lilywei-kernel-5b4df4c899-2429k_kernel-kernel","infrequent"
"1667250446260","10/31/2022 14:07:26.260 -0700","{""timestamp"":1667250446260,""log"":{""instant"":{""epochSecond"":1667250446,""nanoOfSecond"":260005000},""thread"":""DevicesQuartzScheduler_Worker-1"",""level"":""INFO"",""loggerName"":""com.automationanywhere.devices.quartz.job.ProcessDeploymentQueueJob"",""message"":""Processing queue started"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""75d8b97947a027e8"",""NewRelic:trace.id"":""58c375cfef6b19258b9e23de835b1302""},""threadId"":367,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:07:26.260107748Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","INFO","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","553","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","44.232.204.179","default_lilywei-kernel-5b4df4c899-2429k_kernel-kernel","infrequent"
"1667250446260","10/31/2022 14:07:26.260 -0700","{""timestamp"":1667250446260,""log"":{""instant"":{""epochSecond"":1667250446,""nanoOfSecond"":259785000},""thread"":""DevicesQuartzScheduler_Worker-1"",""level"":""INFO"",""loggerName"":""org.quartz.plugins.history.LoggingJobHistoryPlugin"",""message"":""Job ProcessDeploymentQueueJobGroup.ProcessDeploymentQueueJob fired (by trigger ProcessDeploymentQueueJobGroup.ProcessDeploymentQueueJob) at:  21:07:26 10/31/2022"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.slf4j.Log4jLogger"",""contextMap"":{},""threadId"":367,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:07:26.259994088Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","INFO","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","574","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","44.232.204.179","default_lilywei-kernel-5b4df4c899-2429k_kernel-kernel","infrequent"
"1667250445593","10/31/2022 14:07:25.593 -0700","{""timestamp"":1667250445593,""log"":{""ClientAddr"":""10.19.201.235:52160"",""ClientHost"":""50.225.245.66"",""ClientPort"":""52160"",""ClientUsername"":""-"",""DownstreamContentSize"":0,""DownstreamStatus"":200,""Duration"":4865606,""OriginContentSize"":0,""OriginDuration"":4772947,""OriginStatus"":200,""Overhead"":92659,""RequestAddr"":""lilywei.aaedev.supremomono.com"",""RequestContentSize"":0,""RequestCount"":7479,""RequestHost"":""lilywei.aaedev.supremomono.com"",""RequestMethod"":""HEAD"",""RequestPath"":""/script/app-e787f292e135a5a0a9d3.js"",""RequestPort"":""-"",""RequestProtocol"":""HTTP/1.1"",""RequestScheme"":""http"",""RetryAttempts"":0,""RouterName"":""static@file"",""ServiceAddr"":""127.0.0.1:4567"",""ServiceName"":""static@file"",""ServiceURL"":{""Scheme"":""http"",""Opaque"":"""",""User"":null,""Host"":""127.0.0.1:4567"",""Path"":"""",""RawPath"":"""",""OmitHost"":false,""ForceQuery"":false,""RawQuery"":"""",""Fragment"":"""",""RawFragment"":""""},""StartLocal"":""2022-10-31T21:07:25.587874651Z"",""StartUTC"":""2022-10-31T21:07:25.587874651Z"",""entryPointName"":""web"",""level"":""info"",""msg"":"""",""time"":""2022-10-31T21:07:25Z""},""stream"":""stdout"",""time"":""2022-10-31T21:07:25.593012477Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-traefikv2","lilywei-kernel","test","ip-10-19-46-14.us-west-2.compute.internal","info","Other","default","ip-10-19-46-14.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-zr55r","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","1086","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","44.235.187.138","default_lilywei-kernel-5b4df4c899-zr55r_kernel-traefikv2","infrequent"
"1667250444425","10/31/2022 14:07:24.425 -0700","{""timestamp"":1667250444425,""log"":{""instant"":{""epochSecond"":1667250444,""nanoOfSecond"":425581000},""thread"":""pool-5-thread-1"",""level"":""INFO"",""loggerName"":""com.automationanywhere.durablemessaging.activemq.KubernetesDiscoveryAgent"",""message"":""connecting to kubernetes service endpoint https://kubernetes.default.svc.cluster.local/api/v1/namespaces/default/endpoints/lilywei-activemq"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{},""threadId"":21,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:07:24.425780583Z""}","test-us-west-2-eks","test-us-west-2-eks","hbc-hbc","lilywei-hbc","test","ip-10-19-85-194.us-west-2.compute.internal","INFO","Other","default","ip-10-19-85-194.us-west-2.compute.internal","lilywei-hbc-66757cd79d-25nbs","aws","us-west-2","lilywei-hbc_lilywei-hbc-internal","565","logs","test/aws/us-west-2/k8s/default/lilywei-hbc","35.155.28.36","default_lilywei-hbc-66757cd79d-25nbs_hbc-hbc","infrequent"
"1667250444265","10/31/2022 14:07:24.265 -0700","{""timestamp"":1667250444265,""log"":{""instant"":{""epochSecond"":1667250444,""nanoOfSecond"":265562000},""thread"":""DevicesQuartzScheduler_Worker-2"",""level"":""INFO"",""loggerName"":""org.quartz.plugins.history.LoggingJobHistoryPlugin"",""message"":""Job ProcessDeploymentQueueJobGroup.ProcessDeploymentQueueJob execution complete at  21:07:24 10/31/2022 and reports: Job Succeeded"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.slf4j.Log4jLogger"",""contextMap"":{},""threadId"":368,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:07:24.265661435Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","INFO","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","543","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-2429k_kernel-kernel","infrequent"
"1667250444265","10/31/2022 14:07:24.265 -0700","{""timestamp"":1667250444265,""log"":{""instant"":{""epochSecond"":1667250444,""nanoOfSecond"":265285000},""thread"":""DevicesQuartzScheduler_Worker-2"",""level"":""INFO"",""loggerName"":""com.automationanywhere.devices.quartz.job.ProcessDeploymentQueueJob"",""message"":""ProcessDeploymentQueueJob took (5) ms to execute job"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""da6a20c2228661a4"",""NewRelic:trace.id"":""4db6641cc726a3d30e283ac23a8d1abe""},""threadId"":368,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:07:24.265385431Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","INFO","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","581","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-2429k_kernel-kernel","infrequent"
"1667250444265","10/31/2022 14:07:24.265 -0700","{""timestamp"":1667250444265,""log"":{""instant"":{""epochSecond"":1667250444,""nanoOfSecond"":265203000},""thread"":""DevicesQuartzScheduler_Worker-2"",""level"":""INFO"",""loggerName"":""com.automationanywhere.devices.quartz.job.ProcessDeploymentQueueJob"",""message"":""Queue empty nothing to process"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""da6a20c2228661a4"",""NewRelic:trace.id"":""4db6641cc726a3d30e283ac23a8d1abe""},""threadId"":368,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:07:24.265357991Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","INFO","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","559","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-2429k_kernel-kernel","infrequent"
"1667250444260","10/31/2022 14:07:24.260 -0700","{""timestamp"":1667250444260,""log"":{""instant"":{""epochSecond"":1667250444,""nanoOfSecond"":260055000},""thread"":""DevicesQuartzScheduler_Worker-2"",""level"":""INFO"",""loggerName"":""com.automationanywhere.devices.quartz.job.ProcessDeploymentQueueJob"",""message"":""Processing queue started"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""da6a20c2228661a4"",""NewRelic:trace.id"":""4db6641cc726a3d30e283ac23a8d1abe""},""threadId"":368,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:07:24.260136897Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","INFO","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","553","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-2429k_kernel-kernel","infrequent"
"1667250444260","10/31/2022 14:07:24.260 -0700","{""timestamp"":1667250444260,""log"":{""instant"":{""epochSecond"":1667250444,""nanoOfSecond"":259812000},""thread"":""DevicesQuartzScheduler_Worker-2"",""level"":""INFO"",""loggerName"":""org.quartz.plugins.history.LoggingJobHistoryPlugin"",""message"":""Job ProcessDeploymentQueueJobGroup.ProcessDeploymentQueueJob fired (by trigger ProcessDeploymentQueueJobGroup.ProcessDeploymentQueueJob) at:  21:07:24 10/31/2022"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.slf4j.Log4jLogger"",""contextMap"":{},""threadId"":368,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:07:24.260044869Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","INFO","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","574","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-2429k_kernel-kernel","infrequent"
"1667250442688","10/31/2022 14:07:22.688 -0700","{""timestamp"":1667250442688,""log"":{""instant"":{""epochSecond"":1667250442,""nanoOfSecond"":687829000},""thread"":""pool-5-thread-1"",""level"":""INFO"",""loggerName"":""com.automationanywhere.durablemessaging.activemq.KubernetesDiscoveryAgent"",""message"":""connecting to kubernetes service endpoint https://kubernetes.default.svc.cluster.local/api/v1/namespaces/default/endpoints/lilywei-activemq"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{},""threadId"":21,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:07:22.687995189Z""}","test-us-west-2-eks","test-us-west-2-eks","procdisc-procdisc","lilywei-procdisc","test","ip-10-19-69-195.us-west-2.compute.internal","INFO","Other","default","ip-10-19-69-195.us-west-2.compute.internal","lilywei-procdisc-f5bdb6f7f-42kwf","aws","us-west-2","lilywei-procdisc","565","logs","test/aws/us-west-2/k8s/default/lilywei-procdisc","44.232.204.179","default_lilywei-procdisc-f5bdb6f7f-42kwf_procdisc-procdisc","infrequent"
"1667250442393","10/31/2022 14:07:22.393 -0700","{""timestamp"":1667250442393,""log"":{""instant"":{""epochSecond"":1667250442,""nanoOfSecond"":393182000},""thread"":""SharedQuartzScheduler_Worker-3"",""level"":""INFO"",""loggerName"":""org.quartz.plugins.history.LoggingJobHistoryPlugin"",""message"":""Job DEFAULT.workOrderExecutionJob execution complete at  21:07:22 10/31/2022 and reports: null"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.slf4j.Log4jLogger"",""contextMap"":{},""threadId"":258,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:07:22.393312566Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","INFO","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","506","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","44.235.187.138","default_lilywei-kernel-5b4df4c899-2429k_kernel-kernel","infrequent"
"1667250442381","10/31/2022 14:07:22.381 -0700","{""timestamp"":1667250442381,""log"":{""instant"":{""epochSecond"":1667250442,""nanoOfSecond"":381017000},""thread"":""SharedQuartzScheduler_Worker-3"",""level"":""INFO"",""loggerName"":""org.quartz.plugins.history.LoggingJobHistoryPlugin"",""message"":""Job DEFAULT.workOrderExecutionJob fired (by trigger system.executeWorkOrderTrigger) at:  21:07:22 10/31/2022"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.slf4j.Log4jLogger"",""contextMap"":{},""threadId"":258,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:07:22.381185495Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","INFO","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","520","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","44.235.187.138","default_lilywei-kernel-5b4df4c899-2429k_kernel-kernel","infrequent"
"1667250442265","10/31/2022 14:07:22.265 -0700","{""timestamp"":1667250442265,""log"":{""instant"":{""epochSecond"":1667250442,""nanoOfSecond"":265653000},""thread"":""DevicesQuartzScheduler_Worker-1"",""level"":""INFO"",""loggerName"":""org.quartz.plugins.history.LoggingJobHistoryPlugin"",""message"":""Job ProcessDeploymentQueueJobGroup.ProcessDeploymentQueueJob execution complete at  21:07:22 10/31/2022 and reports: Job Succeeded"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.slf4j.Log4jLogger"",""contextMap"":{},""threadId"":367,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:07:22.265742914Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","INFO","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","543","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","44.235.187.138","default_lilywei-kernel-5b4df4c899-2429k_kernel-kernel","infrequent"
"1667250442265","10/31/2022 14:07:22.265 -0700","{""timestamp"":1667250442265,""log"":{""instant"":{""epochSecond"":1667250442,""nanoOfSecond"":265383000},""thread"":""DevicesQuartzScheduler_Worker-1"",""level"":""INFO"",""loggerName"":""com.automationanywhere.devices.quartz.job.ProcessDeploymentQueueJob"",""message"":""ProcessDeploymentQueueJob took (5) ms to execute job"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""bd248ef5b71fe71c"",""NewRelic:trace.id"":""23a2dc6d1d76db7877c0417692110fb1""},""threadId"":367,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:07:22.265474905Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","INFO","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","581","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","44.235.187.138","default_lilywei-kernel-5b4df4c899-2429k_kernel-kernel","infrequent"
"1667250442265","10/31/2022 14:07:22.265 -0700","{""timestamp"":1667250442265,""log"":{""instant"":{""epochSecond"":1667250442,""nanoOfSecond"":265329000},""thread"":""DevicesQuartzScheduler_Worker-1"",""level"":""INFO"",""loggerName"":""com.automationanywhere.devices.quartz.job.ProcessDeploymentQueueJob"",""message"":""Queue empty nothing to process"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""bd248ef5b71fe71c"",""NewRelic:trace.id"":""23a2dc6d1d76db7877c0417692110fb1""},""threadId"":367,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:07:22.265437857Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","INFO","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","559","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","44.235.187.138","default_lilywei-kernel-5b4df4c899-2429k_kernel-kernel","infrequent"
"1667250442260","10/31/2022 14:07:22.260 -0700","{""timestamp"":1667250442260,""log"":{""instant"":{""epochSecond"":1667250442,""nanoOfSecond"":259892000},""thread"":""DevicesQuartzScheduler_Worker-1"",""level"":""INFO"",""loggerName"":""com.automationanywhere.devices.quartz.job.ProcessDeploymentQueueJob"",""message"":""Processing queue started"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""bd248ef5b71fe71c"",""NewRelic:trace.id"":""23a2dc6d1d76db7877c0417692110fb1""},""threadId"":367,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:07:22.259988571Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","INFO","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","553","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","44.235.187.138","default_lilywei-kernel-5b4df4c899-2429k_kernel-kernel","infrequent"
"1667250442259","10/31/2022 14:07:22.259 -0700","{""timestamp"":1667250442259,""log"":{""instant"":{""epochSecond"":1667250442,""nanoOfSecond"":259651000},""thread"":""DevicesQuartzScheduler_Worker-1"",""level"":""INFO"",""loggerName"":""org.quartz.plugins.history.LoggingJobHistoryPlugin"",""message"":""Job ProcessDeploymentQueueJobGroup.ProcessDeploymentQueueJob fired (by trigger ProcessDeploymentQueueJobGroup.ProcessDeploymentQueueJob) at:  21:07:22 10/31/2022"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.slf4j.Log4jLogger"",""contextMap"":{},""threadId"":367,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:07:22.259866599Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","INFO","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","574","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","44.235.187.138","default_lilywei-kernel-5b4df4c899-2429k_kernel-kernel","infrequent"
"1667250440846","10/31/2022 14:07:20.846 -0700","{""timestamp"":1667250440846,""log"":{""instant"":{""epochSecond"":1667250440,""nanoOfSecond"":845535000},""thread"":""pool-7-thread-1"",""level"":""INFO"",""loggerName"":""com.automationanywhere.durablemessaging.activemq.KubernetesDiscoveryAgent"",""message"":""connecting to kubernetes service endpoint https://kubernetes.default.svc.cluster.local/api/v1/namespaces/default/endpoints/lilywei-activemq"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{},""threadId"":26,""threadPriority"":5,""source"":{""class"":""com.automationanywhere.durablemessaging.activemq.KubernetesDiscoveryAgent"",""method"":""getCurrentIPs"",""file"":""KubernetesDiscoveryAgent.java"",""line"":79,""classLoaderName"":""app""}},""stream"":""stdout"",""time"":""2022-10-31T21:07:20.846017108Z""}","test-us-west-2-eks","test-us-west-2-eks","storage-storage","lilywei-storage","test","ip-10-19-43-16.us-west-2.compute.internal","INFO","Other","default","ip-10-19-43-16.us-west-2.compute.internal","lilywei-storage-696955bfb7-48vkf","aws","us-west-2","lilywei-storage_lilywei-storage-internal","758","logs","test/aws/us-west-2/k8s/default/lilywei-storage","35.155.28.36","default_lilywei-storage-696955bfb7-48vkf_storage-storage","infrequent"
"1667250440491","10/31/2022 14:07:20.491 -0700","{""timestamp"":1667250440491,""log"":""I1031 21:07:20.491407   304 statistician.cc:121] Statistics of formatting_time_micros: mean = 56821.2, stdev = 95318.2, min = 0, max = 382109, samples = 42"",""stream"":""stderr"",""time"":""2022-10-31T21:07:20.49154427Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-46-14.us-west-2.compute.internal","","Other","default","ip-10-19-46-14.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-zr55r","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","248","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-zr55r_kernel-kernel","infrequent"
"1667250440267","10/31/2022 14:07:20.267 -0700","{""timestamp"":1667250440267,""log"":{""instant"":{""epochSecond"":1667250440,""nanoOfSecond"":267685000},""thread"":""DevicesQuartzScheduler_Worker-2"",""level"":""INFO"",""loggerName"":""org.quartz.plugins.history.LoggingJobHistoryPlugin"",""message"":""Job ProcessDeploymentQueueJobGroup.ProcessDeploymentQueueJob execution complete at  21:07:20 10/31/2022 and reports: Job Succeeded"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.slf4j.Log4jLogger"",""contextMap"":{},""threadId"":368,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:07:20.267803916Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","INFO","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","543","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","44.232.204.179","default_lilywei-kernel-5b4df4c899-2429k_kernel-kernel","infrequent"
"1667250440267","10/31/2022 14:07:20.267 -0700","{""timestamp"":1667250440267,""log"":{""instant"":{""epochSecond"":1667250440,""nanoOfSecond"":267082000},""thread"":""DevicesQuartzScheduler_Worker-2"",""level"":""INFO"",""loggerName"":""com.automationanywhere.devices.quartz.job.ProcessDeploymentQueueJob"",""message"":""ProcessDeploymentQueueJob took (5) ms to execute job"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""7b1e51ec0d165cee"",""NewRelic:trace.id"":""07913df56e11cde1274486691ff8c7d5""},""threadId"":368,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:07:20.267149623Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","INFO","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","581","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","44.232.204.179","default_lilywei-kernel-5b4df4c899-2429k_kernel-kernel","infrequent"
"1667250440267","10/31/2022 14:07:20.267 -0700","{""timestamp"":1667250440267,""log"":{""instant"":{""epochSecond"":1667250440,""nanoOfSecond"":267016000},""thread"":""DevicesQuartzScheduler_Worker-2"",""level"":""INFO"",""loggerName"":""com.automationanywhere.devices.quartz.job.ProcessDeploymentQueueJob"",""message"":""Queue empty nothing to process"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""7b1e51ec0d165cee"",""NewRelic:trace.id"":""07913df56e11cde1274486691ff8c7d5""},""threadId"":368,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:07:20.267134607Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","INFO","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","559","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","44.232.204.179","default_lilywei-kernel-5b4df4c899-2429k_kernel-kernel","infrequent"
